text,group,sentiment
ввп,10074,neutral
владимир владимирович,9685,neutral
владимир владимирович путин,1209,positive
владимир владимирович путь🇷🇺,613,negative
владимир путин,2642,neutral
президент,16858,positive
путин,15511,neutral
путин в. в.,13768,neutral
путин в.в.,11562,positive
путин владимир владимирович,17495,negative
валерия берия,10948,neutral
вика,10724,positive
внук руслан))))))))))),6035,neutral
герман греф,5741,neutral
движение вверх,12567,positive
дуров,7033,negative
евгений герасимов,14861,neutral
его дело процветать,12205,positive
жириновский,10931,neutral
зеленский,1165,neutral
иван грозный,10862,positive
илона маск,2900,negative
илона маск,2900,neutral
маск,10016,positive
илья яшин,6044,neutral
инновационный,12263,neutral
иосиф сталин,14769,positive
кадыров,3971,negative
катя муравьев,6212,neutral
катя муравьев,6212,positive
ким чен ыр,17378,neutral
мистер ын,2186,neutral
кириенко,12561,positive
сергей кириенко,2407,negative
курчатов,4926,neutral
ленин,4443,positive
ленский андрей,12100,neutral
локшин а.м.,7129,neutral
льюис хэмилтон,6049,positive
макрон,1108,negative
макс гревец,8345,neutral
максим гревец,15291,positive
мама,11681,neutral
мандровый,11742,neutral
мандровый н.а.,11772,positive
мария зотов,15112,negative
матвей крючок,0,neutral
мау,13518,positive
мгу,4935,neutral
меркель,15396,neutral
михаил семьянин,4224,positive
мишустин,3336,negative
мой начальник,12678,neutral
мой руководитель,4576,positive
мугивар луффи,16294,neutral
навальный,15743,neutral
наталья владимировна,14376,positive
не знать,4653,negative
нет,8716,neutral
нет такой,10456,positive
нету,13081,neutral
ника локтионов,9646,neutral
пастор,11049,positive
поваров,10531,negative
пригожин евгений,6416,neutral
рокфеллер,5982,positive
росатый,17448,neutral
россия,9489,neutral
сергей галицкий,9325,positive
си цзинпинь,14804,negative
си цзиньпина,5747,neutral
си цзиньпинь,9769,positive
сталин,14704,neutral
староста,1409,neutral
стив джобс,14030,positive
суворов,2004,negative
суровикин,875,neutral
тат,1335,positive
тимур сулей.,6698,neutral
то за кто можно идти,17267,neutral
тот у кто гореть глаз,3856,positive
феликс юсупов,2903,negative
человек идея и реализация,589,neutral
шаман,6121,positive
юлий цезарь,14604,neutral
юрген клопп,13619,neutral
юрий дудь ❤,9471,positive
я,3766,negative
я!!,362,neutral
амбициозный цель,5144,positive
атмосфера в команда,10374,neutral
атмсофер в отдел,12742,neutral
возможность совершать ошибка,13127,positive
вызов,13277,negative
новый вызов,2889,neutral
сложный задача,1809,positive
делать больше,13074,neutral
делать то что любить,3432,neutral
интерес,14585,positive
удовлетворение от разработка,14817,negative
чтобы я быть интересно,15364,neutral
деньги,5847,positive
заработный плата,14725,neutral
защитник,13529,neutral
идея и польза общество,1351,positive
польза,12661,negative
создание полезный поодукт,4088,neutral
социальный польза,14016,positive
иметь авторитет в команда,249,neutral
инновация,3202,neutral
современный технология,3678,positive
технология,13876,negative
интересный задача,9176,neutral
интересный задача,9176,positive
интересный проект,8392,neutral
интересный проект,8392,neutral
качественный команда,1752,positive
команда,11154,negative
человек,12493,neutral
человек который можно доверять,3577,positive
качественный результат,16437,neutral
продукт,9263,neutral
результат,8864,positive
коммуникация,17100,negative
масштабность,2713,neutral
перспектива,1060,positive
принимать решение,16686,neutral
свобода,15139,neutral
развитие,11366,positive
рост,2859,negative
реализация себя,13401,neutral
самореализация,13708,positive
счастие и реализация как экс,8914,neutral
счастие команда,15898,neutral
цель,1097,positive
справедливость,13230,negative
справедливость,13230,neutral
сдельный оплата,13257,positive
сдельный оплата,13257,neutral
сдельный оплата,13257,neutral
"""длинный рубль "" по итог",16080,positive
kpi,1546,negative
сдельный рплата,11991,neutral
сдельно-премиальный оплата т,14975,positive
пср,14770,neutral
сдельный оплата,13257,neutral
адекватный оплата,4212,positive
сержантский надзор,15982,negative
зарплата,2856,neutral
сдельный оплата,13257,positive
указание табельный номер,16751,neutral
"честный, прозрачный и ямный си",10707,neutral
ясный система оплата труд,9637,positive
четкий задача,2421,negative
премирование и награждение,14024,neutral
прозрачность планирование,1581,positive
зарплата,2856,neutral
уважение,9684,neutral
самореализация,13708,positive
гордость,11126,negative
зарплата,2856,neutral
создание условие труд,1485,positive
мотивация за эффективный пср,1647,neutral
результат,8864,neutral
сдельный оплата,13257,positive
сдельный оплата,13257,negative
относиться по-человечески,15279,neutral
сдельщина,9296,positive
сдельный оплата,13257,neutral
обосновывать норма,2917,neutral
бригадный подряд,11484,positive
кнут и пряник,6866,negative
стабильный и достойный з/п,3992,neutral
"платить только столько, скольк",1113,positive
достойный зарплата,634,neutral
зп и условие работа,2088,neutral
соц соревнование,13737,positive
премия,17337,negative
сделка,1974,neutral
финансовый мотивация,3226,positive
сдельный оплата,13257,neutral
стабильность,6572,neutral
💰,9394,positive
премия,17337,negative
деньги,5847,neutral
сдельный оплата,13257,positive
большой информативность,8277,neutral
нет,8716,neutral
сравнивать количественный состав,381,positive
между первый встреча в школа,3503,negative
лидер и с нынешний состав,8466,neutral
важность задание= кол-ву,16346,positive
время для реализация,536,neutral
делать кофе-брейк на 20 мина,14912,neutral
быть дружелюбный,5781,positive
поддерживать участник,12034,negative
эффективно тайминг,8869,neutral
корректность лидер осм,14170,positive
все отлично,15495,neutral
и.зотова быть мягкий к коллега,2523,neutral
.,10341,positive
не хватить обратный связь,1963,negative
частый изменение программа,7947,neutral
все хороший,13005,positive
-,15973,neutral
конкрктика задание по молуль,11931,neutral
встреча нужный часто,4846,positive
площадка мочь быть дешевый,15797,negative
спасибо за организация меропирать,3620,neutral
нет,8716,positive
регулярный проведение подобный,7308,neutral
много ясность и конкретика,5687,neutral
знание,14689,positive
сила,9764,negative
новый знакомство,16672,neutral
полезный инф,835,positive
большой вы спасибо,10688,neutral
за организация мероприятие,11140,neutral
интересный работа,6158,positive
свет,5048,negative
тепло,6470,neutral
очень много работа,108,positive
весь сам хороший,12693,neutral
очень много работа,108,neutral
спланировать работа,6878,positive
логичный действие руководство,1646,negative
интересный проект,8392,neutral
карьерный рост,15315,positive
попробовать себя в atom skills,8117,neutral
квартира,5378,neutral
очень много работа,108,positive
аврора,2333,negative
повышение квалификация,15267,neutral
улучшение процесс,2266,positive
хороший организация процесс,10573,neutral
очень много работа,108,neutral
удаленка,7299,positive
счастие,9890,negative
бодрый морозный,11939,neutral
все клубничный как обычно,14938,positive
замечательно,10850,neutral
замечательный,13494,neutral
круто,14455,positive
кул,13685,negative
хорошо все!,11408,neutral
огонь,2746,positive
огонь🔥,6720,neutral
отлично,947,neutral
отличный,12777,positive
прекрасно,1167,negative
радостный,4898,neutral
супер,151,positive
до объявление пароль не очень,7406,neutral
норма,8625,neutral
нормально,5004,positive
хороший,12231,negative
хороший,12231,neutral
хорошо,3824,positive
хотеться кушать и спать,20,neutral
конкурсный задание),10800,neutral
каждый день,564,positive
понимание что ты мочь весь,14750,negative
строить схема в autocad,10128,neutral
интересный таска,12941,positive
объем работа,3230,neutral
все что объяснять мы 🙂,8644,neutral
сложный экзамен!,16215,positive
мастер-класс по soft-skills,3431,negative
много знание,12695,neutral
профессионализм преподаватель,15165,positive
отличный организатор,7558,neutral
курсы,8208,neutral
стрим по продуктивность,3501,positive
мастер-класс топ,9366,negative
удовольствие от задача,4530,neutral
"ардуина, создание 3д модель",16782,positive
защита кейс,3127,neutral
понимание что ты мочь весь,14750,neutral
море практика,16176,positive
доброжелательность человек,17234,negative
забавный вопрос в тесто,13897,neutral
понимание излагать материал,635,positive
выполнение задание экзамен,3081,neutral
чай,15354,neutral
задачка,16301,positive
друдла,9027,negative
новый и интересный занятие,1758,neutral
"мозг кипеть, но быть приятно",15602,positive
все быть круто и познавательный,14000,neutral
экзамен,2429,neutral
профессионализм преподаватель,15165,positive
тренинг,1095,negative
работа с результат с excel,9862,neutral
soft skills,8870,positive
курсы,8208,neutral
моделирование шахматы,10869,neutral
преподаватель,14111,positive
преподаватель заинтересовывать в,773,negative
позновательный момент,9928,neutral
классный преподаватель,10052,positive
обработка результат в excel,9951,neutral
моделирование шахматы,10869,neutral
новый знание,4381,positive
узнавать кардинальный новый вещь,7060,negative
занятие по компетенция,11400,neutral
soft skills,8870,positive
нетворкинг,10386,neutral
дружный и интересный коллектив,5514,neutral
забавный вопрос в тесто,13897,positive
замечательный преподаватель,4141,negative
лекция и экзамен,593,neutral
классный преподаватель,10052,positive
интересный занятие,14272,neutral
полезный изучать материал,5904,neutral
все,6004,positive
занятие по компетенция,11400,negative
удивительный soft интенсив,5873,neutral
знание,14689,positive
полезный изучать материал,5904,neutral
преподаватель,14111,neutral
качество проведение,16119,positive
решение задача и пример,14099,negative
интересный задача,9176,neutral
полезный занятие,17124,positive
узнавать кардинальный новый вещь,7060,neutral
интересный задача,9176,neutral
подача информация,2575,positive
программирование плата arduino,17295,negative
работа в 3ds max,1590,neutral
каждый день,564,positive
интересный занятие,14272,neutral
сергей сергеевич,2444,neutral
создание дизайн транспорт,15749,positive
доброжелательность человек,17234,negative
"мозг кипеть, но быть приятно",15602,neutral
программирование,13975,positive
"и практика, и мастер-класс",465,neutral
классный руководитель,17359,neutral
построение схема в autocad,10560,positive
много практика,15146,negative
интересный информация,3681,neutral
положительный,12610,positive
новый знакомство,16672,neutral
"знакомство, за интерактив",17227,neutral
поиграть,14883,positive
узнавать новый человек,8623,negative
близко узнавать старый знакомый,16209,neutral
новый знакомство,16672,positive
узнавать что-то новый,1770,neutral
новый знакомство,16672,neutral
узнавать что-то новый,1770,positive
хотеть узнавать что делать далеко,10859,negative
новый знакомство,16672,neutral
отдыхать,17198,positive
покушать,12099,neutral
у,6502,neutral
узнавать что то новый,8703,positive
знакомство,2477,negative
классно проводить время,4667,neutral
получать новый знание и эмоция,17511,positive
"новый знание, коммуникация",9712,neutral
знакомство с новый коллега,3103,neutral
познакомиться с новый человек,13251,positive
получать новый информация,17349,negative
покушать,12099,neutral
"новый знание, знакомство",250,positive
покушать,12099,neutral
познакомиться с коллега,642,neutral
узнавать много новый!,16360,positive
говорить тут покормить,12828,negative
новый знакомство,16672,neutral
поесть,11647,positive
пивко попить,1461,neutral
новый знакомство,16672,neutral
знакомство с коллега,15611,positive
новый знакомство и эмоция,4194,negative
новый знакомство,16672,neutral
оперативность и мобильность,17172,positive
практический,15297,neutral
тайм-менеджмент,9223,neutral
познание о работа в аналитика,1977,positive
коммуникация,17100,negative
такой. нет,4270,neutral
3d-моделирование,16056,positive
латеральный мышление,2109,neutral
эмоциональный мышление,12544,neutral
изучать новый программа,758,positive
знание autodesk,7936,negative
составление схема,6783,neutral
прогер,669,positive
осознание себя,14154,neutral
навык программирование,10813,neutral
программирование,13975,positive
научаться пользоваться автокада,15974,negative
профессиональный,4455,neutral
hard skills,1128,positive
внимательность,14096,neutral
инженерный проектирование,13076,neutral
кибер,11008,positive
трудолюбие,3017,negative
автокада,5454,neutral
владение по,1516,positive
в моделирование,12317,neutral
профессиональный,4455,neutral
защита данные,11468,positive
работа в 3д макса,2228,negative
производительность,6264,neutral
научаться работать в автокада,13447,positive
анализ уязвимость,912,neutral
трудолюбие,3017,neutral
внимательность и умение читать,17340,positive
я научаться работать с 3d,11645,negative
hard skills,1128,neutral
работа с сапр программа,9028,positive
защита данные,11468,neutral
работа с сапр,13714,neutral
сапр,5347,positive
собранность,4597,negative
создание модель,1833,neutral
доброхот,7082,positive
дошколенок,2829,neutral
школенок,4515,neutral
старшина,563,positive
новатор,4173,negative
счастливый ребята,12525,neutral
молодец,5560,positive
первопроходец,12957,neutral
юниор,6945,neutral
переменщик,10094,positive
красный дьяволенок,6849,negative
лидер нация,8240,neutral
пионер,11703,positive
пионер,11703,neutral
впереди все,3601,neutral
юниор,6945,positive
пионер,11703,negative
лидер,1650,neutral
путинец,1835,positive
хороший,12231,neutral
пионер,11703,neutral
пионер,11703,positive
переменщик,10094,negative
молодят,1019,neutral
лидер,1650,positive
лидер,1650,neutral
пионер,11703,neutral
лидер,1650,positive
лидер,1650,negative
пионер,11703,neutral
пионер-поскольку это первый,6968,positive
юрионер,15443,neutral
путиненок,10925,neutral
путиненок,10925,positive
путинец,1835,negative
кремлевец,10188,neutral
пионер,11703,positive
пионер,11703,neutral
юнармеец,9157,neutral
юниор,6945,positive
надежда россия,16502,negative
российский детский движение,4682,neutral
вместе сильно,2556,positive
друг,15399,neutral
пионер,11703,neutral
пионер,11703,positive
росиянка,16668,negative
пионер,11703,neutral
орленок,6612,positive
первый,11011,neutral
пионер,11703,neutral
пионер,11703,positive
скаут,17280,negative
юность россия,16474,neutral
пионер,11703,positive
наш все,12024,neutral
будущее,4184,neutral
атомец,11267,positive
юната,6129,negative
молодец,5560,neutral
никак,8417,positive
.,10341,neutral
пионер,11703,neutral
надежда россия,16502,positive
сахаровец,6918,negative
колаборант,10524,neutral
пионер,11703,positive
юниор,6945,neutral
пионер,11703,neutral
ввпешник,16122,positive
пионер,11703,negative
пионер,11703,neutral
тимуровец,5919,positive
добродел,9476,neutral
пионер,11703,neutral
большевик,2080,positive
единый молодежь,8710,negative
пионер,11703,neutral
пионер,11703,positive
пионер,11703,neutral
пионер,11703,neutral
пионер,11703,positive
пионер,11703,negative
пионер,11703,neutral
пионер,11703,positive
ikea,11611,neutral
новатэк,9091,neutral
ikea,11611,positive
путин,15511,negative
не знать,4653,neutral
росатый,17448,positive
нет однозначный отаета,1388,neutral
твэл,7201,neutral
apple,6695,positive
совокупность ряд фактор,16109,negative
артемий лебедев,7066,neutral
олимпиада в рф 2014,13300,positive
компания,1064,neutral
илона маск,2900,neutral
"мтс, ввп (песок)",14159,positive
росатый,17448,negative
когда не писать плохо,16505,neutral
украина,6106,positive
"croc, россия, москва",13102,neutral
росатый,17448,neutral
илона маск,2900,positive
газпром нефть,8241,negative
дежурный-средний,9186,neutral
нормально,5004,positive
в целое неплохо,10038,neutral
хорошо,3824,neutral
"все плохо, но спасать бы овз))",8382,positive
все тлен. жизнь - боль.,10165,negative
hello,8753,neutral
таак себя,7244,positive
пойти,13160,neutral
бывало и хорошо =),13573,neutral
такой себя,8896,positive
закупаться продукт,17301,negative
норма! :),2089,neutral
рабочий,14201,positive
рабочий день проходить плодотворн,11905,neutral
депресняк,14236,neutral
ока,3653,positive
очередь за цветок...,9258,negative
отлично,947,neutral
грустно,10575,positive
"отличный, весенний, цвет)",13145,neutral
хороший,12231,neutral
уставать,7829,positive
настрой ууууиииииии),12389,negative
все сложно,733,neutral
♫,6080,positive
бывало и хорошо,14916,neutral
средне,1009,neutral
алгоритм что делать,6326,positive
бронь,4252,negative
быстрый информация,4464,neutral
вапкансия в отрасль,16815,positive
всего,12001,neutral
все хватать,1265,neutral
да хватать,15679,positive
инфо хватать но не прозрачно,2115,negative
хватать,15298,neutral
дорожный карта отр мероприятие,11490,positive
достижение показ. видение 2030,2768,neutral
достоверный и понятный,10448,neutral
единый канал информация,12354,positive
информационный безопасность,12305,negative
как правильно строить карьера,5222,neutral
как строить карьера,2502,positive
карьера,8228,neutral
план карьерный развитие,1727,neutral
как реализовывать себя?,4749,positive
как становиться руководитель,2662,negative
карьера город,15263,neutral
карьерный направление,16730,positive
карьерный консультирование,6515,neutral
карьерный возможность,13485,neutral
карьерный перспектива,12478,positive
"карьерный перспектива,",1269,negative
карьерный рост,15315,neutral
карьерный возможность,13485,positive
качественный,5753,neutral
качество и канал информация,6862,neutral
обмен опыт с другой город,8743,positive
обучение,14266,negative
обучение карьера,16281,neutral
общий информационный блок,6022,positive
перегруз информация,15413,neutral
переизбыток информация,2084,neutral
слишком много информация,6404,positive
по вакансия,6999,negative
полезный информация,15494,neutral
политический,16191,positive
про мотивация,2460,neutral
прозрачный,4438,neutral
прозрачность рост,16742,positive
производственный достижение,9704,negative
психологический поддержка,6225,neutral
результат работа сообщество,3612,positive
событие другой дивизион,13441,neutral
соц поддержка молодежь,12002,neutral
способ миграция внутри гк,3485,positive
стратегия 2030,10555,negative
точечный,5037,neutral
четкий инструкция,7357,positive
что быть далеко,15643,neutral
что и как,15955,neutral
что твориться в наш страна!!,4555,positive
«вечный мир»,16919,negative
вечный мир,13237,neutral
всеобщий гарантия мир,5594,positive
единый мир,8,neutral
мир,2278,neutral
власть народ,11451,positive
врожденный право человек,12997,negative
право,13318,neutral
всеобщий законодательство,9760,positive
демократия рынок свобода,2937,neutral
космополис,13895,neutral
лдпр,7162,positive
мораль,8609,negative
равенс,374,neutral
регламентировать война,3713,positive
свобода,15139,neutral
свобода актор,2714,neutral
свобода идея человек рынок мир,13245,positive
свобода право и мораль,16878,negative
свободный право,5041,neutral
сотрудничество,10264,positive
универсальный ценность,16995,neutral
частный собственность,9292,neutral
будильник ко время выход,14828,positive
будильник на время выход,8648,negative
вводить напоминалка на тлф,7541,neutral
включать будильник  на немой,13343,positive
на смарт часы напоминание,16503,neutral
напоминание,6817,neutral
напоминание при выход,1948,positive
поставлять напоминание,11632,negative
поставлять напоминание на время,14742,neutral
визуализировать действие,8012,positive
всегда класть в один место,13017,neutral
определенный место для телефон,14081,neutral
организовывать постоянный место,17222,positive
всегда носить устройство со с,8224,negative
вырабатывать привычка,5538,neutral
записка на входной дверь,15605,positive
повесить на выход табличка,15854,neutral
приклеивать напоминалка на дверь,4172,neutral
табличка на дверь,15867,positive
табличка,6210,negative
фото телефон на дверь,10095,neutral
к рука приматывать,9963,positive
телефон к рука скотч,16173,neutral
карман на входной дверь,2569,neutral
на выход полагать,6858,positive
оставлять он в ячейка на выхо,14527,negative
полагать возле выходной дверь,9328,neutral
полагать на выход,4299,positive
придумывать устройство на выход,14267,neutral
купить второй телефон,1631,neutral
носить рабочий,15910,positive
не иметь он,5476,negative
полагать на видный место,11641,neutral
привычка слушать музыка,5061,positive
слушать музыка на немой),9202,neutral
привязывать к ключ,10411,neutral
связывать с ключ,14957,positive
сделать замок от дом с телефо,2749,negative
проверять его наличие часто,15377,neutral
проверять наличие карман,3315,positive
разрабатывать защ механизм,6590,neutral
сказать он что я он взять,6177,neutral
сразу полагать он в карман,12648,positive
тренировать память,17087,negative
штраф от директор,7336,neutral
сила,9764,positive
поколение,8749,neutral
"свое время, эмоция, энергеиика",5783,neutral
время,4227,positive
время,4227,negative
массаж 8800555535,3816,neutral
время,4227,positive
опыт,1837,neutral
время,4227,neutral
энергия,2735,positive
энергия,2735,negative
активность,10271,neutral
идея,6672,positive
труд,11001,neutral
время,4227,neutral
энергия,2735,positive
эмоция,2264,negative
время,4227,neutral
свой знание,9109,positive
проблематика жизнь,3237,neutral
активный участие,6704,neutral
прилежность,3823,positive
готовить предоставлять кровать,3070,negative
поделиться свой опыт,17236,neutral
пускать в комната,7918,positive
5 рубль,15229,neutral
себя,17180,neutral
эмоция,2264,positive
эмоция,2264,negative
время,4227,neutral
"время, амбиция, обьять",398,positive
время и идея,11407,neutral
позитив,12728,neutral
душа,9102,positive
кинуть респект,5344,negative
себя красивый показывать,43,neutral
свой время и активный участие,6337,positive
время,4227,neutral
голова эмоция знание атланта,10905,neutral
большой,67,positive
время,4227,negative
душа,9102,neutral
работа на стройка лето,7598,positive
сила,9764,neutral
энергия,2735,neutral
эмоция,2264,positive
"сон, энергия, эмоция",9490,negative
мочь спеть песня,12640,neutral
энергия,2735,positive
весь себя,11411,neutral
опыт прошлый стройка,15758,neutral
энергия,2735,positive
база,4951,negative
пот и кровь,2254,neutral
я быть работать в росатома,9346,positive
членский взнос,2284,neutral
заинтересованность,3221,neutral
время,4227,positive
обратный связь,2454,negative
"развитие, агитация",11203,neutral
распространение,11720,positive
душа,9102,neutral
значок,405,neutral
"вовлеченность, усердность",4281,positive
хотеть на красный площадь,1210,negative
энергия; обеспечение кандр,5436,neutral
время,4227,positive
время,4227,neutral
время,4227,neutral
время,4227,positive
энергия,2735,negative
желание,8620,neutral
мотивация,2577,positive
готовый продавать душа,607,neutral
кайфовать,11805,neutral
это база,15365,positive
значок,405,negative
душа,9102,neutral
труд,11001,positive
душа,9102,neutral
энергия,2735,neutral
себя,17180,positive
сауна,7415,negative
организационный,3084,neutral
энергия,2735,positive
время,4227,neutral
эмоция,2264,neutral
сходить в сауна,6266,positive
отдавать время,9451,negative
перенимать опыт,5003,neutral
сходить в сауна,6266,positive
все что знать,15010,neutral
продавать душа,16922,neutral
креатив,9345,positive
это база,15365,negative
время,4227,neutral
сила,9764,positive
спосоьность,713,neutral
готовый продавать комиссар,4824,neutral
как проходить в баня,12942,positive
как проходить в баня,12942,negative
опыт,1837,neutral
знание,14689,positive
время,4227,neutral
россия,9489,neutral
ресурс,8690,positive
себя,17180,negative
сходить в сауна,6266,neutral
эмоция,2264,positive
обратный связь,2454,neutral
5 рубль,15229,neutral
энергия,2735,positive
эмоция,2264,negative
сходить в хам,14795,neutral
весь себя,11411,positive
жизнь,4332,neutral
время,4227,neutral
деньги,5847,positive
поделиться свой опыт,17236,negative
время,4227,neutral
время,4227,positive
вероятность,11219,neutral
вероятность наступление событь,5269,neutral
вероятность событие,8696,positive
вероятность событие х масштаб,8554,negative
риск - это вероятность исход,10628,neutral
риск это вероятность получень,9996,positive
вероятность возникна. опасность,4193,neutral
вероятность негативный исход,3246,neutral
вероятность несчастный случай,3711,positive
вероятность опасность,5975,negative
вероятность опасность.,3614,neutral
вероятность очень не хороший,8516,positive
мера опасность,3204,neutral
опасность,5440,neutral
опасный фактор,16129,positive
потенциальный опасность,11188,negative
предпосылка беда,1122,neutral
то что мочь приводить к нс,3259,positive
то что мочь ты навредить,10749,neutral
х-ка возможный негат. событие,474,neutral
вероятность получать травма,12558,positive
вероятность травмирование,6025,negative
предпосылка травма,9467,neutral
влияние неопределенность,6128,positive
зона неопределенность,16172,neutral
желание выпивать шампанское,2120,neutral
необдуманный действие!!!,9162,positive
вероятность на тяжесть последс,16879,negative
вероятность х тяжесть последст,8940,neutral
частота на тяжесть,1482,positive
человек,12493,neutral
обсуждение с заказчик,155,neutral
фокус на срок,17534,positive
соблюдение срок,7334,negative
изучение поребность,13001,neutral
повышение качество работа,6829,positive
обратный связь,2454,neutral
проактивный поиск потребность,9994,neutral
максимальный гибкость,11537,positive
семейный офис,2865,negative
обратный связь,2454,neutral
систематический обратный связь,14897,positive
обратный связь на вход также,13056,neutral
обратный связь,2454,neutral
обратный связь,2454,positive
обратный связь,2454,negative
обратный связь,2454,neutral
обратный связь,2454,positive
формировать новый предложение,13240,neutral
обратный связь,2454,neutral
бесплатный обучение персонал,14224,positive
работать в декрет,13607,negative
идти до конец,4656,neutral
команда,11154,positive
находить время на развитие,9828,neutral
победа академия,14766,neutral
у я крутой команда,17437,positive
выживать,5114,negative
команда,11154,neutral
семья,6962,positive
выступление на английский,4542,neutral
награда,2431,neutral
прорыв,15387,positive
invetaризация  ремонт,7537,negative
1. здоровье,10509,neutral
побеждать перфекционист в себя,13668,positive
я больше не бояться,16094,neutral
отпуск,3327,neutral
познавать себя и свой желание,7562,positive
ум,7997,negative
перевыполнять кпэ,2249,neutral
3. саморазвитие,8029,positive
переезд,6767,neutral
старт карьерный консультир-я,4348,neutral
победа над страх,7595,positive
магистратура,5110,negative
команда,11154,neutral
каскад видение 2030,8934,positive
успех в новый среда,14979,neutral
челлендж проходить,15783,neutral
мгу саров,6574,positive
новый программа,14746,negative
цель достигать,12607,neutral
терпение к тупой,5536,positive
мой хороший ошибка,8371,neutral
"ученик, место работа",5165,neutral
17 суперфиналист лр,9235,positive
самый низкий процент текучка,10856,negative
переоценка ценность,9285,neutral
хорошо отдыхать,4331,positive
развитие терпимость,688,neutral
запуск новый программа,12820,neutral
душевный баланс 😇,1027,positive
не отказывать. ни от один задача,12287,negative
снижать тревожность,605,neutral
находить свой руководитель :),14719,positive
трудоустройство в академия,10022,neutral
каракураж,9610,neutral
не увольняться,10971,positive
сын поступать в мгс,17004,negative
проект кбп становиться заметный в отр,12362,neutral
выполнение план,8595,positive
продолжать нежно любить работа,7389,neutral
атомскиллс,2409,neutral
выполнять кпэ,13291,positive
регулярно делать зарядка,2458,negative
стабильность,6572,neutral
купить машина,7539,positive
заводить 446 человек на выплата,6966,neutral
"эффективность, команда, семья,",9087,neutral
не потолстеть,16651,positive
начинать водить машина,13621,negative
заказчик очень вовлекаться,6009,neutral
человек год росатома,16081,positive
новый проект,1350,neutral
тариф,6100,neutral
налаживать баланс life-work,14195,positive
ни раз ни на кто не заорать),7674,negative
обучение шр асэ,13994,neutral
получать работа мечта,8300,positive
чувствовать рост,17403,neutral
все успевать,6932,neutral
маяк,11909,positive
новый победа,4136,negative
переезд,6767,neutral
счастливый,4116,positive
складываться классный команда,16204,neutral
академия,6778,neutral
команда,11154,positive
начинать новый проект,12889,negative
я завершать обучение,12629,neutral
окулография,16736,positive
2. семья,15810,neutral
команда,11154,neutral
восхождение на вулкан горелый,14805,positive
хороший команда в полный сбор,12178,negative
реализовать 2 детский мечта,1564,neutral
становиться более ответственный,2755,positive
я в принцип умница-красавица,5897,neutral
справляться со все,7672,neutral
карьерный консультирование,6515,positive
я все еще здесь,4498,negative
отношение с топ-30,3753,neutral
астра линукс,186,positive
проводить более 100 обучение,13574,neutral
три день без сон,13697,neutral
не выгорать вроде 😅,5723,positive
решаться выходить замуж,8245,negative
приход спорт в жизнь,12110,neutral
научаться делать укол,1078,positive
трудоустройство в академия,10022,neutral
слет специалист по каракурить,8599,neutral
решаться на смена направление,6888,positive
дзен,5547,negative
"ао пср сказать ""спасибо"")",4831,neutral
свой руководитель,10706,positive
помощь другой,1742,neutral
mission talent,16052,neutral
коля не заслуживать!,6919,positive
борода,6921,negative
оригами,1641,neutral
деньги,5847,positive
прекрасный эмоция,3834,neutral
знание различный компетенция,7720,neutral
общение с руководство,15193,positive
шалыгин,8026,negative
болдырев,13482,neutral
свешников,6410,positive
бесплатный вода,1271,neutral
знакомство с отряд с мбир,13564,neutral
оценка орги,13945,positive
новый знание,4381,negative
еда,7933,neutral
шутка громяцкий,5345,positive
шутка громяцкий,5345,neutral
шутка громяцкий,5345,neutral
шутка громяцкий,5345,positive
шутка громяцкий,5345,negative
юмор,555,neutral
треугольник,16840,positive
+ 1 даша,13033,neutral
+ 1 даша,13033,neutral
+ 1 даша,13033,positive
термос,2338,negative
команда,11154,neutral
общение,5799,positive
титан-2,16783,neutral
еда,7933,neutral
первый лекция,5941,positive
красивый девочка,12890,negative
еда,7933,neutral
знание по проект,9455,positive
5 команда топ,1806,neutral
ура термос,10955,neutral
5 команда топ,1806,positive
не оригами,1303,negative
эээээээ,4603,neutral
оригами,1641,positive
купить гараж,2381,neutral
сауна (617),8333,neutral
управление проект,4592,positive
вкусный еда,14588,negative
+ 1 даша,13033,neutral
вкусно поесть,7822,positive
близкий знакомство с команда,2378,neutral
я получать значок росатома,17446,neutral
я поесть,1114,positive
свешников,6410,negative
еда,7933,neutral
термос,2338,positive
термос,2338,neutral
бесценный знание,16615,neutral
вкусный еда:),7875,positive
знакомство,2477,negative
знание,14689,neutral
на сауна не успевать!!!,789,positive
еда,7933,neutral
еда,7933,neutral
еда,7933,positive
сауна,7415,negative
лекция,15893,neutral
плодотворность,4033,positive
знание,14689,neutral
времяпреровождение,10139,neutral
фотка по airdrop,5183,positive
термос,2338,negative
продавать гараж,2787,neutral
еда,7933,positive
тренинг по безопасность,6980,neutral
значок,405,neutral
раздатка,2637,positive
я поесть,1114,negative
ужин,9738,neutral
россия,9489,positive
россия,9489,neutral
россия,9489,neutral
россия,9489,positive
россия,9489,negative
термос,2338,neutral
хорошо проводить время,1162,positive
знание,14689,neutral
знакомство,2477,neutral
знание и знакомство,2958,positive
понимание и прощение,7556,negative
получать почта для отправка cv,5912,neutral
пирог с мясо очень вкусный,17299,positive
человек за стол. информация,13971,neutral
